Number,Name,Form,Type 1,Type 2,HP,Attack,Defense,Sp.Attack,Sp.Defense,Speed,Color,Generation,Gender Rate,Height,Weight,Shape,Form Order,Dex Entry,PokeApi Id,Ability 1,Ability 2,Hidden Ability,Title
259,Marshtomp,,Water,Ground,70,85,70,60,70,50,Blue,3,1,0.7,28.0,Upright,0,"Marshtomp is much faster at traveling through mud than it is at
swimming. This Pokémon’s hindquarters exhibit obvious
development, giving it the ability to walk on just its hind legs.",259,Torrent,,Damp,Mud Fish Pokémon
260,Swampert,,Water,Ground,100,110,90,85,90,60,Blue,3,1,1.5,81.9,Upright,0,"Swampert predicts storms by sensing subtle differences in the
sounds of waves and tidal winds with its fins. If a storm is
approaching, it piles up boulders to protect itself.",260,Torrent,,Damp,Mud Fish Pokémon
260,Swampert,Mega Swampert,Water,Ground,100,150,110,95,110,70,Blue,6,1,1.9,102.0,Upright,1,Swampert is very strong. It has enough power to easily drag a boulder weighing more than a ton. This Pokémon also has powerful vision that lets it see even in murky water.,10166,Swift Swim,,,Mud Fish Pokémon
261,Poochyena,,Dark,,35,55,35,30,30,35,Gray,3,4,0.5,13.6,Quadruped,0,"Poochyena is an omnivore—it will eat anything. A distinguishing
feature is how large its fangs are compared to its body. This
Pokémon tries to intimidate its foes by making the hair on its
tail bristle out.",261,Run Away,Quick Feet,Rattled,Bite Pokémon
262,Mightyena,,Dark,,70,90,70,60,60,70,Gray,3,4,1.0,37.0,Quadruped,0,"Mightyena travel and act as a pack in the wild. The memory
of its life in the wild compels the Pokémon to obey only
those Trainers that it recognizes to possess superior skill.",262,Intimidate,Quick Feet,Moxie,Bite Pokémon
263,Zigzagoon,,Normal,,38,30,41,30,41,60,Brown,3,4,0.4,17.5,Quadruped,0,"Zigzagoon that adapted to regions outside
Galar acquired this appearance. If you’ve lost
something, this Pokémon can likely find it.",263,Pickup,Gluttony,Quick Feet,Tiny Raccoon Pokémon
263,Zigzagoon,Galarian Zigzagoon,Dark,Normal,38,30,41,30,41,60,White,8,4,0.4,17.5,Quadruped,1,"Thought to be the oldest form of Zigzagoon, it moves in zigzags and wreaks havoc upon its surroundings.",10174,Pickup,Gluttony,Quick Feet,Tiny Raccoon Pokémon
264,Linoone,,Normal,,78,70,61,50,61,100,White,3,4,0.5,32.5,Quadruped,0,"It uses its explosive speed and razor-sharp claws
to bring down prey. Running along winding
paths is not its strong suit.",264,Pickup,Gluttony,Quick Feet,Rushing Pokémon
264,Linoone,Galarian Linoone,Dark,Normal,78,70,61,50,61,100,White,8,4,0.5,32.5,Quadruped,1,"It uses its long tongue to taunt opponents. Once the opposition is enraged, this Pokémon hurls itself at the opponent, tackling them forcefully.",10175,Pickup,Gluttony,Quick Feet,Rushing Pokémon
265,Wurmple,,Bug,,45,45,35,20,30,20,Red,3,4,0.3,3.6,Armor,0,"Likes sap and is abundant in the wild. Why it evolves into
various different forms is unknown. One cannot tell from a
Wurmple's appearance which form it will take when it evolves.",265,Shield Dust,,Run Away,Worm Pokémon
266,Silcoon,,Bug,,50,35,55,25,25,15,White,3,4,0.6,10.0,Ball,0,"Wraps itself in thin strings of silk while it stores energy for
evolution. It can't extend its limbs and its movement is slow,
but its eyes keep a sharp lookout—Silcoon is always on guard.",266,Shed Skin,,,Cocoon Pokémon
267,Beautifly,,Bug,Flying,60,70,50,100,50,65,Yellow,3,4,1.0,28.4,Bug wings,0,"A colorful and incredibly beautiful but also greedy Pokémon.
In an effort to keep its favorite food all to itself, it will chase
away Combee as they try to gather nectar.",267,Swarm,,Rivalry,Butterfly Pokémon
268,Cascoon,,Bug,,50,35,55,25,25,15,Purple,3,4,0.7,11.5,Ball,0,"The silk coating its body is thin but sufficiently strong. Cascoon's
silk has a luster and texture superior to that of Silcoon's, and
clothes made using Cascoon silk are regarded as top-notch.",268,Shed Skin,,,Cocoon Pokémon
269,Dustox,,Bug,Poison,60,50,70,50,90,65,Green,3,4,1.2,31.6,Bug wings,0,"Tends to be drawn to bonfires on dark nights. Difficult to chase
away from settlements because of the way it scatters highly
toxic scales.",269,Shield Dust,,Compound Eyes,Poison Moth Pokémon
270,Lotad,,Water,Grass,40,30,30,40,50,30,Green,3,4,0.5,2.6,Armor,0,"Its leaf grew too large for it to live on land.
That is how it began to live floating in the water.",270,Swift Swim,Rain Dish,Own Tempo,Water Weed Pokémon
271,Lombre,,Water,Grass,60,50,50,60,70,50,Green,3,4,1.2,32.5,Humanoid,0,"It lives at the water’s edge where it is sunny.
It sleeps on a bed of water grass by day and
becomes active at night.",271,Swift Swim,Rain Dish,Own Tempo,Jolly Pokémon
272,Ludicolo,,Water,Grass,80,70,70,90,100,70,Green,3,4,1.5,55.0,Humanoid,0,"If it hears festive music, it begins moving in
rhythm in order to amplify its power.",272,Swift Swim,Rain Dish,Own Tempo,Carefree Pokémon
273,Seedot,,Grass,,40,40,50,30,30,30,Brown,3,4,0.5,4.0,Legs,0,"It attaches itself to a tree branch using the top of
its head. Strong winds can sometimes make it fall.",273,Chlorophyll,Early Bird,Pickpocket,Acorn Pokémon
274,Nuzleaf,,Grass,Dark,70,70,40,60,40,60,Brown,3,4,1.0,28.0,Humanoid,0,"They live in holes bored in large trees. The sound
of Nuzleaf’s grass flute fills listeners with dread.",274,Chlorophyll,Early Bird,Pickpocket,Wily Pokémon
275,Shiftry,,Grass,Dark,90,100,60,90,60,80,Brown,3,4,1.3,59.6,Humanoid,0,"It lives quietly in the deep forest. It is said to
create chilly winter winds with the fans it holds.",275,Chlorophyll,Wind Rider,Pickpocket,Wicked Pokémon
276,Taillow,,Normal,Flying,40,55,30,30,30,85,Blue,3,4,0.3,2.3,Wings,0,"Taillow is young—it has only just left its nest. As a result,
it sometimes becomes lonesome and cries at night.
This Pokémon feeds on Wurmple that live in forests.",276,Guts,,Scrappy,Tiny Swallow Pokémon
277,Swellow,,Normal,Flying,60,85,60,75,50,125,Blue,3,4,0.7,19.8,Wings,0,"Swellow is very conscientious about the upkeep of its glossy
wings. Once two Swellow are gathered, they diligently take
care of cleaning each other’s wings.",277,Guts,,Scrappy,Swallow Pokémon
278,Wingull,,Water,Flying,40,30,30,55,30,85,White,3,4,0.6,9.5,Wings,0,"It soars on updrafts without flapping its wings.
It makes a nest on sheer cliffs at the sea’s edge.",278,Keen Eye,Hydration,Rain Dish,Seagull Pokémon
279,Pelipper,,Water,Flying,60,50,100,95,70,65,Yellow,3,4,1.2,28.0,Wings,0,"Skimming the water’s surface, it dips its large bill
in the sea, scoops up food and water, and
carries it.",279,Keen Eye,Drizzle,Rain Dish,Water Bird Pokémon
280,Ralts,,Psychic,Fairy,28,25,25,45,35,40,White,3,4,0.4,6.6,Humanoid,0,"Tends to prefer people with a chipper disposition to those who
are gloomy, but it has shown no discrimination with regard to
age or gender. Needs more research.",280,Synchronize,Trace,Telepathy,Feeling Pokémon
281,Kirlia,,Psychic,Fairy,38,35,35,65,55,50,White,3,4,0.8,20.2,Humanoid,0,"It resembles a maiden in appearance, but it wields strange
powers to project visions of paradise. I suspect the crimson
ornaments on its head are the key to its abilities.",281,Synchronize,Trace,Telepathy,Emotion Pokémon
282,Gardevoir,,Psychic,Fairy,68,65,65,125,115,80,White,3,4,1.6,48.4,Humanoid,0,"It will dedicate itself to defending a master it has come to
adore. Its pure white dress, reminiscent of those worn by ladies
of nobility, is the dress of one who is willing to risk their life.",282,Synchronize,Trace,Telepathy,Embrace Pokémon
282,Gardevoir,Mega Gardevoir,Psychic,Fairy,68,85,65,165,135,100,White,6,4,1.6,48.4,Humanoid,1,"Gardevoir has the ability to read the future. If it senses impending danger to its Trainer, this Pokémon is said to unleash its psychokinetic energy at full power.",10151,Pixilate,,,Embrace Pokémon
283,Surskit,,Bug,Water,40,30,32,50,52,65,Blue,3,4,0.5,1.7,Armor,0,"It lives in ponds and marshes that feature lots
of plant life. It often fights with Dewpider,
whose habitat and diet are similar.",283,Swift Swim,,Rain Dish,Pond Skater Pokémon
284,Masquerain,,Bug,Flying,70,60,62,100,82,80,Blue,3,4,0.8,3.6,Bug wings,0,"Its thin, winglike antennae are highly absorbent.
It waits out rainy days in tree hollows.",284,Intimidate,,Unnerve,Eyeball Pokémon
285,Shroomish,,Grass,,60,40,60,40,60,35,Brown,3,4,0.4,4.5,Legs,0,"If Shroomish senses danger, it shakes its body and scatters
spores from the top of its head. This Pokémon’s spores are
so toxic, they make trees and weeds wilt.",285,Effect Spore,Poison Heal,Quick Feet,Mushroom Pokémon
286,Breloom,,Grass,Fighting,60,130,80,60,60,70,Green,3,4,1.2,39.2,Upright,0,"The seeds ringing Breloom’s tail are made of hardened toxic
spores. It is horrible to eat the seeds. Just taking a bite of this
Pokémon’s seed will cause your stomach to rumble.",286,Effect Spore,Poison Heal,Technician,Mushroom Pokémon
287,Slakoth,,Normal,,60,60,60,35,35,30,Brown,3,4,0.8,24.0,Quadruped,0,"Slakoth’s heart beats just once a minute. Whatever happens,
it is content to loaf around motionless. It is rare to see this
Pokémon in motion.",287,Truant,,,Slacker Pokémon
288,Vigoroth,,Normal,,80,80,80,55,55,90,White,3,4,1.4,46.5,Upright,0,"Vigoroth is simply incapable of remaining still. Even when it
tries to sleep, the blood in its veins grows agitated, compelling
this Pokémon to run wild throughout the jungle before it can
settle down.",288,Vital Spirit,,,Wild Monkey Pokémon
289,Slaking,,Normal,,150,160,100,95,65,100,Brown,3,4,2.0,130.5,Humanoid,0,"Wherever Slaking live, rings of over a yard in diameter appear
in grassy fields. They are made by the Pokémon as it eats all
the grass within reach while lying prone on the ground.",289,Truant,,,Lazy Pokémon
290,Nincada,,Bug,Ground,31,45,90,30,30,40,Gray,3,4,0.5,5.5,Armor,0,"It can sometimes live underground for more than
10 years. It absorbs nutrients from the roots
of trees.",290,Compound Eyes,,Run Away,Trainee Pokémon
291,Ninjask,,Bug,Flying,61,90,45,50,50,160,Yellow,3,4,0.8,12.0,Bug wings,0,"This Pokémon is so quick, it is said to be able to
avoid any attack. It loves to feed on tree sap.",291,Speed Boost,,Infiltrator,Ninja Pokémon
292,Shedinja,,Bug,Ghost,1,90,45,30,30,40,Brown,3,-1,0.8,1.2,Blob,0,"A strange Pokémon—it flies without moving its
wings, has a hollow shell for a body, and does
not breathe.",292,Wonder Guard,,,Shed Pokémon
293,Whismur,,Normal,,64,51,23,51,23,28,Pink,3,4,0.6,16.3,Upright,0,"When Whismur cries, the sound of its own voice
startles it, making the Pokémon cry even louder.
It cries until it’s exhausted, then it falls asleep.",293,Soundproof,,Rattled,Whisper Pokémon
294,Loudred,,Normal,,84,71,43,71,43,48,Blue,3,4,1.0,40.5,Upright,0,"The force of this Pokémon’s loud voice isn’t just
the sound—it’s also the wave of air pressure that
blows opponents away and damages them.",294,Soundproof,,Scrappy,Big Voice Pokémon
295,Exploud,,Normal,,104,91,63,91,73,68,Blue,3,4,1.5,84.0,Upright,0,"This Pokémon can do more than just shout. To
communicate with others of its kind, it’ll emit all
sorts of sounds from the holes in its body.",295,Soundproof,,Scrappy,Loud Noise Pokémon
296,Makuhita,,Fighting,,72,60,30,20,30,25,Yellow,3,2,1.0,86.4,Humanoid,0,"There’s a rumor of a traditional recipe for stew
that Trainers can use to raise strong Makuhita.",296,Thick Fat,Guts,Sheer Force,Guts Pokémon
297,Hariyama,,Fighting,,144,120,60,40,60,50,Brown,3,2,2.3,253.8,Humanoid,0,"Hariyama that are big and fat aren’t necessarily
strong. There are some small ones that move
nimbly and use moves skillfully.",297,Thick Fat,Guts,Sheer Force,Arm Thrust Pokémon
298,Azurill,,Normal,Fairy,50,20,40,20,40,20,Blue,3,6,0.2,2.0,Legs,0,"Although Azurill are normally docile, an angry
one will swing around the big ball on its tail and
try to smash its opponents.",298,Thick Fat,Huge Power,Sap Sipper,Polka Dot Pokémon
299,Nosepass,,Rock,,30,45,135,45,90,30,Gray,3,4,1.0,97.0,Humanoid,0,"Once the people of Hisui discovered that its red nose always
points north, they grew to rely on it greatly when traveling afar.
The nose seems to work in a similar way to ancient compasses.",299,Sturdy,Magnet Pull,Sand Force,Compass Pokémon
300,Skitty,,Normal,,50,45,45,35,35,50,Pink,3,6,0.6,11.0,Quadruped,0,"Skitty is known to chase around playfully after its own tail.
In the wild, this Pokémon lives in holes in the trees of forests.
It is very popular as a pet because of its adorable looks.",300,Cute Charm,Normalize,Wonder Skin,Kitten Pokémon
301,Delcatty,,Normal,,70,65,65,55,55,90,Purple,3,6,1.1,32.6,Quadruped,0,"Delcatty sleeps anywhere it wants without keeping a permanent
nest. If other Pokémon approach it as it sleeps, this Pokémon
will never fight—it will just move away somewhere else.",301,Cute Charm,Normalize,Wonder Skin,Prim Pokémon
302,Sableye,,Dark,Ghost,50,75,75,65,65,50,Purple,3,4,0.5,11.0,Humanoid,0,"It feeds on gemstone crystals. In darkness, its
eyes sparkle with the glitter of jewels.",302,Keen Eye,Stall,Prankster,Darkness Pokémon
302,Sableye,Mega Sableye,Dark,Ghost,50,85,125,85,115,20,Purple,6,4,0.5,161.0,Humanoid,1,"It blocks any and all attacks with its giant-sized gemstone. However, the stone's a heavy burden, and it limits Mega Sableye's movements.",10066,Magic Bounce,,,Darkness Pokémon
303,Mawile,,Steel,Fairy,50,85,85,55,55,50,Black,3,4,0.6,11.5,Humanoid,0,"It chomps with its gaping mouth. Its huge jaws are
actually steel horns that have been transformed.",303,Hyper Cutter,Intimidate,Sheer Force,Deceiver Pokémon
303,Mawile,Mega Mawile,Steel,Fairy,50,105,125,55,95,50,Black,6,4,1.0,23.5,Humanoid,1,Its two sets of jaws thrash about violently as if they each had a will of their own. One gnash from them can turn a boulder to dust.,10052,Huge Power,,,Deceiver Pokémon
304,Aron,,Steel,Rock,50,70,100,40,40,30,Gray,3,4,0.4,60.0,Quadruped,0,"When Aron evolves, its steel armor peels off. In
ancient times, people would collect Aron’s shed
armor and make good use of it in their daily lives.",304,Sturdy,Rock Head,Heavy Metal,Iron Armor Pokémon
305,Lairon,,Steel,Rock,60,90,140,50,50,40,Gray,3,4,0.9,120.0,Quadruped,0,"During territorial disputes, Lairon fight by
slamming into each other. Close inspection of
their steel armor reveals scratches and dents.",305,Sturdy,Rock Head,Heavy Metal,Iron Armor Pokémon
306,Aggron,,Steel,Rock,70,110,180,60,60,50,Gray,3,4,2.1,360.0,Upright,0,"Long ago, there was a king who wore a helmet
meant to resemble the head of an Aggron. He
was trying to channel the Pokémon’s strength.",306,Sturdy,Rock Head,Heavy Metal,Iron Armor Pokémon
306,Aggron,Mega Aggron,Steel,,70,140,230,60,80,50,Gray,6,4,2.2,395.0,Upright,1,"Aggron is protective of its environment. If its mountain is ravaged by a landslide or a fire, this Pokémon will haul topsoil to the area, plant trees, and beautifully restore its own territory.",10053,Filter,,,Iron Armor Pokémon
307,Meditite,,Fighting,Psychic,30,40,55,40,55,60,Blue,3,4,0.6,11.2,Humanoid,0,"Meditite heightens its inner energy through meditation.
It survives on just one berry a day. Minimal eating is another
aspect of this Pokémon’s training.",307,Pure Power,,Telepathy,Meditate Pokémon
308,Medicham,,Fighting,Psychic,60,60,75,60,75,80,Red,3,4,1.3,31.5,Humanoid,0,"Through the power of meditation, Medicham developed its
sixth sense. It gained the ability to use psychokinetic powers.
This Pokémon is known to meditate for a whole month
without eating.",308,Pure Power,,Telepathy,Meditate Pokémon
308,Medicham,Mega Medicham,Fighting,Psychic,60,100,85,80,85,100,Red,6,4,1.3,31.5,Humanoid,1,"It elegantly avoids attacks with dance-like steps, then launches a devastating blow in the same motion.",10054,Pure Power,,,Meditate Pokémon
309,Electrike,,Electric,,40,45,40,65,40,65,Green,3,4,0.6,15.2,Quadruped,0,"It stores electricity in its fur. It gives off sparks
from all over its body in seasons when the air is dry.",309,Static,Lightning Rod,Minus,Lightning Pokémon
310,Manectric,,Electric,,70,75,60,105,60,105,Yellow,3,4,1.5,40.2,Quadruped,0,"It rarely appears before people. It is said to nest
where lightning has fallen.",310,Static,Lightning Rod,Minus,Discharge Pokémon
310,Manectric,Mega Manectric,Electric,,70,75,80,135,80,135,Yellow,6,4,1.8,44.0,Quadruped,1,"Too much electricity has built up in its body, irritating Manectric. Its explosive speed is equal to that of a lightning bolt.",10055,Intimidate,,,Discharge Pokémon
311,Plusle,,Electric,,60,50,40,85,75,95,Yellow,3,4,0.4,4.2,Upright,0,"When Plusle is cheering on its partner, it flashes with electric
sparks from all over its body. If its partner loses, this Pokémon
cries loudly.",311,Plus,,Lightning Rod,Cheering Pokémon
312,Minun,,Electric,,60,40,50,75,85,95,Yellow,3,4,0.4,4.2,Upright,0,"Minun loves to cheer on its partner in battle. It gives off sparks
from its body while it is doing so. If its partner is in trouble,
this Pokémon gives off increasing amounts of sparks.",312,Minus,,Volt Absorb,Cheering Pokémon
313,Volbeat,,Bug,,65,73,75,47,85,85,Gray,3,0,0.7,17.7,Upright,0,"Volbeat’s tail glows like a lightbulb. With other Volbeat,
it uses its tail to draw geometric shapes in the night sky.
This Pokémon loves the sweet aroma given off by Illumise.",313,Illuminate,Swarm,Prankster,Firefly Pokémon
